SP1000,,SALESMAN:,Kiofi Odoru,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,MONDAY,,TUESDAY,,WEDNESDAY,,THURSDAY,,FRIDAY,
402,AFIA'S SHOP,MRS AFIA BOATENG,,246837877,MADINA,ESTATE,ADJACENT MADINA ESTATE SCHOOL,NA,,-0.156879824,5.666368982,"0?? 9' 24.767"" W","5?? 39' 58.928"" N",
403,JANET SHOP,JANET OKRA,,208291559,MADINA,ESTATE,,NA,,-0.156813199,5.66650699,"0?? 9' 24.528"" W","5?? 39' 59.425"" N",
404,FAVOUR ENTERPRISE,FAVOUR,,207022121,MADINA,MARKET,,NA,,-0.168314865,5.680324993,"0?? 10' 5.934"" W","5?? 40' 49.170"" N",
405,ALICITY ENTERPRISE,ALICE,,244538376,MADINA,MARKET,,NA,,-0.168273748,5.679338468,"0?? 10' 5.785"" W","5?? 40' 45.618"" N",
406,JUDITH KAY,JUDITH,,206690781,MADINA,MARKET,,NA,,-0.169419908,5.679676364,"0?? 10' 9.912"" W","5?? 40' 46.835"" N",
407,SALAMATU'S SHOP,SALAMATU MUSA,,NA,MADINA,ZONGO,,NA,,-0.177997215,5.675640943,"0?? 10' 40.790"" W","5?? 40' 32.307"" N",
408,PEACE & UNITY,AGNES MENSAH,,269680680,MADINA,ZONGO,,NA,,-0.174712607,5.675824637,"0?? 10' 28.965"" W","5?? 40' 32.969"" N",
409,EIDEMES,ELIZABETH,,244529722,MADINA,LIBYA QUARTARS,,NA,,-0.181785729,5.675053256,"0?? 10' 54.429"" W","5?? 40' 30.192"" N",
410,DAAVI STORE,MAWUSHIE,,243246036,MADINA,ESTATE,,NA,,-0.160805783,5.665270814,"0?? 9' 38.901"" W","5?? 39' 54.975"" N",
411,ENYONAM'S SHOP,ENYONAM,,543460493,MADINA,ESTATE,,NA,,-0.162456177,5.666289223,"0?? 9' 44.842"" W","5?? 39' 58.641"" N",
412,CHRISTIANA'S SHOP,CHRISTIANA BAIDEN,,548679585,AYENSU,AYENSU ESTATE,OPPOSITE CEATER FOR LOCAL GOVERNANCE ADVOCACY,NA,,-0.116818935,5.673101124,"0?? 7' 0.548"" W","5?? 40' 23.164"" N",
413,CHARITY KAMA,CHARITY GAMA,,248619894,AYENSU,AYENSU ESTATE,OPPOSITE CEATER FOR LOCAL GOVERNANCE ADVOCACY,NII AKPOR GBUGBLAH AVENUE,,-0.118197119,5.672273072,"0?? 7' 5.510"" W","5?? 40' 20.183"" N",
414,AFIA STORE,AFIA KONADU,,NA,AYENSU,AYENSU ESTATE,OPPOSITE CEATER FOR LOCAL GOVERNANCE ADVOCACY,NA,,-0.119910331,5.671587787,"0?? 7' 11.677"" W","5?? 40' 17.716"" N",
415,PAA KWASI'S SHOP,PAA KWASI,,NA,AYENSU,AYENSU ESTATE,AT SCHOOL JUNCTION (NII SOWAH DIN MEMORIAL),NA,,-0.12428378,5.676328625,"0?? 7' 27.422"" W","5?? 40' 34.783"" N",
416,JUSTINA SHOP,JUSTINA,,243840893,UPSA,A AND C,NOT FAR FROM UPSA,OBOJO OTINSHIE BOUNDAY,,-0.150781963,5.659417646,"0?? 9' 2.815"" W","5?? 39' 33.904"" N",
417,OLIVIA VENTURES,OLIVIA SEKYI,,241477989,ABOKOBI,PARAKU,OPPOSITE PARAKU ESTATE,NA,,-0.203523349,5.718294451,"0?? 12' 12.684"" W","5?? 43' 5.860"" N",
418,TESCO ENTERPRISE,CYNTHIA,,243262536,ABOKOBI,PARAKU,ADJACENT MEDI LOVE HOSPITAL,NA,,-0.204455717,5.715201152,"0?? 12' 16.041"" W","5?? 42' 54.724"" N",
419,ADEZ SUPERMARKET,ADEZ,,,ADENTA,PANTANG JUNCTION,GRACE HOSPITAL,,,0,0,"0?? 10' 22.444"" W","5?? 43' 5.746"" N",
